pk,jsondata,id,name,description,markup_description,unitparameter_pk,ord,version
1040,"{""start_year"": 1861, ""end_year"": 1861}",a-13-1861,1861 [13],,,2,,1
1041,"{""start_year"": 1866, ""end_year"": 1866}",a-13-1866,1866 [13],,,2,,1
1042,"{""start_year"": 1868, ""end_year"": 1868}",a-13-1868,1868 [13],,,2,,1
1043,"{""start_year"": 1869, ""end_year"": 1869}",a-13-1869,1869 [13],,,2,,1
1044,"{""start_year"": 1870, ""end_year"": 1870}",a-13-1870,1870 [13],,,2,,1
1045,"{""start_year"": 1880, ""end_year"": 1880}",a-13-1880,1880 [13],,,2,,1
1046,"{""start_year"": 1887, ""end_year"": 1887}",a-13-1887,1887 [13],,,2,,1
1047,"{""start_year"": 1896, ""end_year"": 1896}",a-13-1896,1896 [13],,,2,,1
1048,"{""start_year"": 1898, ""end_year"": 1898}",a-13-1898,1898 [13],,,2,,1
1049,"{""start_year"": 1907, ""end_year"": 1907}",a-13-1907,1907 [13],,,2,,1
1050,"{""start_year"": 1913, ""end_year"": 1913}",a-13-1913,1913 [13],,,2,,1
1051,"{""start_year"": -3000, ""end_year"": 1000}",a-3-Proto-East Cushitic,Proto-East Cushitic [3],,,2,,1
1052,"{""start_year"": -3000, ""end_year"": 1000}",a-3-either Proto East Cushitic or very old mutual influence with Konsoid,either Proto East Cushitic or very old mutual influence with Konsoid [3],,,2,,1
1053,"{""start_year"": -3000, ""end_year"": 2007}",a-3-either after 16th century or Proto East Cushitic,either after 16th century or Proto East Cushitic [3],,,2,,1
1054,"{""start_year"": -3000, ""end_year"": 2007}",a-3-No information,No information [3],,,2,,1
1055,"{""start_year"": 1601, ""end_year"": 2007}",a-3-after 16th century,after 16th century [3],,,2,,1
1056,"{""start_year"": 1900, ""end_year"": 1999}",a-3-20th century,20th century [3],,,2,,1
1057,"{""start_year"": -1500, ""end_year"": -1000}",a-31-Pre-Proto-Ngumpin-Yapa,Pre-Proto-Ngumpin-Yapa [31],,,2,,1
1058,"{""start_year"": -1000, ""end_year"": -500}",a-31-Proto-Ngumpin-Yapa,Proto-Ngumpin-Yapa [31],Sound change lateralization r>rl (McConvell & Laughren 2004; McConvell & Smith 2005),,2,,1
1059,"{""start_year"": -500, ""end_year"": -1}",a-31-Proto-Ngumpin,Proto-Ngumpin [31],,,2,,1
1060,"{""start_year"": 1, ""end_year"": 500}",a-31-Proto Eastern Ngumpin (Lenition),Proto Eastern Ngumpin (Lenition) [31],,,2,,1
1061,"{""start_year"": 500, ""end_year"": 1000}",a-31-Proto-Victoria river Eastern Ngumpin,Proto-Victoria river Eastern Ngumpin [31],,,2,,1
1062,"{""start_year"": 1000, ""end_year"": 1500}",a-31-Early Gurindji,Early Gurindji [31],,,2,,1
1063,"{""start_year"": 1000, ""end_year"": 1880}",a-31-Post-lenition,Post-lenition [31],"(a) Loanwords from northern Non-Pama-Nyungan languages (unlenited)
(b) Loanwords from western Ngumpin-Yapa languages (unlenited)
(c) Loanwords from Mudburra/Karranga (with -a augmentation)

These may have had different periods but overlapping. They also continued into the post-contact period.",,2,,1
1064,"{""start_year"": 1500, ""end_year"": 1850}",a-31-Pre-colonial Gurindji,Pre-colonial Gurindji [31],,,2,,1
1065,"{""start_year"": 1850, ""end_year"": 1880}",a-31-Indirect European contact,Indirect European contact [31],,,2,,1
1066,"{""start_year"": 1880, ""end_year"": 1910}",a-31-Early direct contact,Early direct contact [31],,,2,,1
1067,"{""start_year"": 1910, ""end_year"": 1950}",a-31-Cattle stations/pidgin acquisition,Cattle stations/pidgin acquisition [31],,,2,,1
1068,"{""start_year"": 1950, ""end_year"": 2007}",a-31-Creolization/mixed language genesis,Creolization/mixed language genesis [31],,,2,,1
1069,"{""start_year"": -15000, ""end_year"": -7000}",a-4-Afro-Asiatic,Afro-Asiatic [4],,,2,,1
1070,"{""start_year"": -10000, ""end_year"": -3000}",a-4-Ancient areal root,Ancient areal root [4],,,2,,1
1071,"{""start_year"": -7000, ""end_year"": -3000}",a-4-Chadic,Chadic [4],,,2,,1
1072,"{""start_year"": -3000, ""end_year"": 1000}",a-4-West Chadic,West Chadic [4],,,2,,1
1073,"{""start_year"": -3000, ""end_year"": 1900}",a-4-Pre-modern non-Islamic,Pre-modern non-Islamic [4],,,2,,1
1074,"{""start_year"": 1000, ""end_year"": 1900}",a-4-Pre-modern Islamic,Pre-modern Islamic [4],,,2,,1
1075,"{""start_year"": 1000, ""end_year"": 2000}",a-4-Hausa only,Hausa only [4],,,2,,1
1076,"{""start_year"": 1300, ""end_year"": 1900}",a-4-Kanuri Period,Kanuri Period [4],,,2,,1
1077,"{""start_year"": 1900, ""end_year"": 2000}",a-4-Modern,Modern [4],,,2,,1
1078,"{""start_year"": -800, ""end_year"": 150}",a-30-Proto-Polynesian,Proto-Polynesian [30],,,2,,1
1079,"{""start_year"": 150, ""end_year"": 850}",a-30-Proto-Nuclear Polynesian,Proto-Nuclear Polynesian [30],,,2,,1
1080,"{""start_year"": 850, ""end_year"": 1000}",a-30-Proto-Eastern Polynesian,Proto-Eastern Polynesian [30],,,2,,1
1081,"{""start_year"": 1000, ""end_year"": 1550}",a-30-Proto-Central Polynesian,Proto-Central Polynesian [30],,,2,,1
1082,"{""start_year"": 1550, ""end_year"": 1986}",a-30-Pukui & Elbert 1986,Pukui & Elbert 1986 [30],,,2,,1
1083,"{""start_year"": 1987, ""end_year"": 2003}",a-30-Kōmike Hua`ōlelo 2003,Kōmike Hua`ōlelo 2003 [30],,,2,,1
1084,"{""start_year"": -500, ""end_year"": 1200}",a-39-Proto-Nadahup,Proto-Nadahup [39],,,2,,1
1085,"{""start_year"": 500, ""end_year"": 1500}",a-39-Proto-Hup/Yuhup/Dâw,Proto-Hup/Yuhup/Dâw [39],,,2,,1
1086,"{""start_year"": 800, ""end_year"": 1950}",a-39-Post-Tukano contact,Post-Tukano contact [39],,,2,,1
1087,"{""start_year"": 1600, ""end_year"": 1800}",a-39-Proto-Hup/Yuhup,Proto-Hup/Yuhup [39],,,2,,1
1088,"{""start_year"": 1900, ""end_year"": 1980}",a-39-Within last 100 years,Within last 100 years [39],,,2,,1
1089,"{""start_year"": 1950, ""end_year"": 2000}",a-39-Within last 20-50 years,Within last 20-50 years [39],,,2,,1
1090,"{""start_year"": 1980, ""end_year"": 2000}",a-39-Within last 10-30 years,Within last 10-30 years [39],,,2,,1
1091,"{""start_year"": 1, ""end_year"": 1470}",a-37-Pre-Inca,Pre-Inca [37],"•	Proto-Quechua
•	Development of chiefdoms: Tiahuanaco, Chavín, etc.
•	Difusion of Chinchay Quechua through trade networks.",,2,,1
1092,"{""start_year"": 1470, ""end_year"": 1532}",a-37-Inca,Inca [37],"•	Conquest of the northern Andes by Tupac Yupanqui.
•	Caranqui uprising quenched by Huayna Capac’s army (ca. 1500)
•	Mitimae peoples re-settled in northern Ecuador (ca. 1510)",,2,,1
1093,"{""start_year"": 1532, ""end_year"": 1724}",a-37-Early Colonial,Early Colonial [37],"•	First Lima Council  (1552-53) orders the preparation of a primer with a Quechua translation. This marks the beginning of the use of Quechua for missionary purposes.
•	First Quechua Grammar (Santo Tomás  1560)
•	Third Lima Council (1582-83) orders the preparation of grammars and catechisms of the major languages of the Vice-royalty. 
•	First Quito Diocesan Synod orders the translation of catechisms to the autochthonous languages of the Real Audiencia de Quito.
•	Difusion of the Quichua language by missionaries.
•	The Quichua language becomes a lengua general.",,2,,1
1094,"{""start_year"": 1725, ""end_year"": 1810}",a-37-Late Colonial,Late Colonial [37],"•	First written documents in Quichua: 
•	Carta Pastoral (Romero 1725)
•	Breve instrucción (Nieto Polo 1753)
•	Vocabulario Lengua Indica (Velasco 1787)
•	Establishment of the hacienda system
•	Jesuits expelled from American colonies (1767)",,2,,1
1095,"{""start_year"": 1810, ""end_year"": 1899}",a-37-Early Republic,Early Republic [37],"•	Independence from Spain (1822)
•	Gran Colombia (1822-1830)
•	Birth of the Ecuadorian State (1830)
•	Uprising led by Fernando Daquilema (1871)
•	Atahuallpa huañui (anónimo); Rinimi, llacta (Cordero 1875) 
•	Breves Nociones Gramaticales (1894)
•	Diccionario Quechua-Castellano (1895)
•	La lengua quichua (Grima 1896)",,2,,1
1096,"{""start_year"": 1900, ""end_year"": 2007}",a-37-Contemporary,Contemporary [37],"•	Gramática de la lengua quechua (Paris 1924)
•	Diospac ruraicuna (Lobato 1922)
•	Intensive labor migration and urbanization of the countryside
•	End of the hacienda system (1964)
•	Standardization of Quichua (1981)
•	Intercultural bilingual Education (1984)
•	Indian Uprsigins in the Highlands (1990, 2001, etc.)
•	Active political participation of Indian groups in the State",,2,,1
1097,"{""start_year"": 500, ""end_year"": 500}",a-27-Prehistorical,Prehistorical [27],"""Prehistorical"" refers to any stage of the language or its ancestors before the emergence of written Malay.  This was in 7th century, but the language of these early inscriptions did not arise overnight, so the year 500 was chosen as the end of this stage.",,2,,1
1098,"{""start_year"": 500, ""end_year"": 1700}",a-27-Early Malay,Early Malay [27],"""Early Malay"" refers to the period between Prehistorical and Modern.",,2,,1
1099,"{""start_year"": 1700, ""end_year"": 2007}",a-27-Modern,Modern [27],"""Modern"" refers to the period from the 18th century, when written documents from Indonesia begin to exhibit patterns different from the written language of the Malay heartland on the Malay Peninsula.",,2,,1
1100,"{""start_year"": 1900, ""end_year"": 1960}",a-2-Colonial period,Colonial period [2],,,2,,1
1101,"{""start_year"": 1960, ""end_year"": 2007}",a-2-Recent period,Recent period [2],,,2,,1
1102,"{""start_year"": 710, ""end_year"": 794}",a-21-Old Japanese,Old Japanese [21],"Old Japanese (Jōko Nihongo上古日本語, abbreviated OJ): this is usually equated with the historical Nara Period (710-794). It represents the period with the earliest written records of Japanese, even though some ritual texts (Norito, see Philippi 1959:1-4 and Bentley 2001:6-36) that were recorded in that period might originally have been devised a century or so prior to their publication date.",,2,,1
1103,"{""start_year"": 794, ""end_year"": 1185}",a-21-Late Old Japanese,Late Old Japanese [21],"Late Old Japanese, also called Classical Japanese by some (Chūko Nihongo中古日本語, abbreviated as CJ): This is usually equated with the historical Heian Period (794-1185).",,2,,1
1104,"{""start_year"": 1185, ""end_year"": 1603}",a-21-Middle Japanese,Middle Japanese [21],"Middle Japanese (Chūsei Nihongo中世日本語): this spans the three historical periods, which are usually referred to as the Japanese Middle Ages: Kamakura, Muromachi and Azuchi-Momoyama, all together from 1185-1603. Contact with the West actually ensues from the mid-1500s, thus the first influx of vocabulary from Western languages still falls towards the end of Middle Japanese.",,2,,1
1105,"{""start_year"": 1604, ""end_year"": 1867}",a-21-Early Modern Japanese,Early Modern Japanese [21],"Early Modern Japanese (Kinsei Nihongo近世日本語): This is usually equated with the Edo Period (1604-1867), a period where Japan isolates itself politically, but where a trading outpost is maintained in Nagasaki with an intensive exchange with the Dutch trading mission posted there.",,2,,1
1106,"{""start_year"": 1868, ""end_year"": 2007}",a-21-Modern Japanese,Modern Japanese [21],"Modern Japanese (Gendai Nihongo現代日本語): Japan is forced to open up to the outside world in the 1850s and embarks on an endeavour of rapid modernization and westernization of the country, ushering in the Meiji Restoration in 1867/8.",,2,,1
1107,"{""start_year"": -1000, ""end_year"": -1000}",a-38-Proto-Cariban,Proto-Cariban [38],"The Proto-Cariban reconstructed forms as attested in Gildea's and Payne’s list are dated as –1000, estimation from the authors.",,2,,1
1108,"{""start_year"": -1000, ""end_year"": 1604}",a-38-Before 16th Century,Before 16th Century [38],Loanwords from other Amerindian languages receive the mention ‘before 16th century’.,,2,,1
1109,"{""start_year"": 1604, ""end_year"": 1700}",a-38-17th century,17th century [38],"The remaining loanwords were provided with dates relatively to first attestation and gave various periods generally related with a century (‘17th, 19th or 20th century’).",,2,,1
1151,"{""start_year"": 800, ""end_year"": 1000}",a-10-Before 1000,Before 1000 [10],,,2,,1
1152,"{""start_year"": 800, ""end_year"": 1200}",a-10-Before 1200,Before 1200 [10],,,2,,1
1110,"{""start_year"": 1801, ""end_year"": 1900}",a-38-19th century,19th century [38],"The remaining loanwords were provided with dates relatively to first attestation and gave various periods generally related with a century (‘17th, 19th or 20th century’).",,2,,1
1111,"{""start_year"": 1901, ""end_year"": 2000}",a-38-20th century,20th century [38],"The remaining loanwords were provided with dates relatively to first attestation and gave various periods generally related with a century (‘17th, 19th or 20th century’).",,2,,1
1112,"{""start_year"": -10000, ""end_year"": -5000}",a-5-Afro-Asiatic,Afro-Asiatic [5],,,2,,1
1113,"{""start_year"": -10000, ""end_year"": -5000}",a-5-Proto-Chadic,Proto-Chadic [5],,,2,,1
1114,"{""start_year"": -6000, ""end_year"": 1850}",a-5-Ancient areal root,Ancient areal root [5],,,2,,1
1115,"{""start_year"": -5000, ""end_year"": -1000}",a-5-Chadic,Chadic [5],,,2,,1
1116,"{""start_year"": -5000, ""end_year"": -1000}",a-5-Proto-West Chadic,Proto-West Chadic [5],,,2,,1
1117,"{""start_year"": -5000, ""end_year"": -1000}",a-5-Nilo-Saharan,Nilo-Saharan [5],,,2,,1
1118,"{""start_year"": -3000, ""end_year"": -2000}",a-5-Saharan,Saharan [5],,,2,,1
1119,"{""start_year"": -3000, ""end_year"": -2000}",a-5-Saharan (including Beria),Saharan (including Beria) [5],,,2,,1
1120,"{""start_year"": -2000, ""end_year"": -1000}",a-5-West Saharan (including Teda-Daza),West Saharan (including Teda-Daza) [5],,,2,,1
1121,"{""start_year"": -1000, ""end_year"": 2007}",a-5-Kanuri only,Kanuri only [5],,,2,,1
1122,"{""start_year"": 1000, ""end_year"": 1900}",a-5-Pre-Modern Islamic,Pre-Modern Islamic [5],,,2,,1
1123,"{""start_year"": 1900, ""end_year"": 2007}",a-5-Modern,Modern [5],,,2,,1
1124,"{""start_year"": null, ""end_year"": null}",a-18-Tungusic,Tungusic [18],,,2,,1
1125,"{""start_year"": -200, ""end_year"": 200}",a-18-from proto-language,from proto-language [18],,,2,,1
1126,"{""start_year"": 200, ""end_year"": 1200}",a-18-Iranic,Iranic [18],,,2,,1
1127,"{""start_year"": 800, ""end_year"": 1600}",a-18-Medieval Turco-Mongol,Medieval Turco-Mongol [18],,,2,,1
1128,"{""start_year"": 1200, ""end_year"": 1600}",a-18-Chinese Wanderwort,Chinese Wanderwort [18],,,2,,1
1129,"{""start_year"": 1300, ""end_year"": 1700}",a-18-Selkup loan,Selkup loan [18],,,2,,1
1130,"{""start_year"": 1600, ""end_year"": 1900}",a-18-early Russian loan,early Russian loan [18],,,2,,1
1131,"{""start_year"": 1925, ""end_year"": 1970}",a-18-mid-20th century,mid-20th century [18],,,2,,1
1132,"{""start_year"": 1930, ""end_year"": 1960}",a-18-recent loan,recent loan [18],,,2,,1
1133,"{""start_year"": 1930, ""end_year"": 1960}",a-18-recent Russian loan,recent Russian loan [18],,,2,,1
1134,"{""start_year"": -6500, ""end_year"": -3500}",a-14-Pre-Proto-Saami,Pre-Proto-Saami [14],Pre-Proto-Saami vocabulary with cognate forms in other branches of Uralic.,,2,,1
1135,"{""start_year"": -3500, ""end_year"": -1500}",a-14-Proto-Uralic,Proto-Uralic [14],,,2,,1
1136,"{""start_year"": 701, ""end_year"": 800}",a-11-701-800,701-800 [11],,,2,,1
1137,"{""start_year"": 801, ""end_year"": 900}",a-11-801-900,801-900 [11],,,2,,1
1138,"{""start_year"": -1500, ""end_year"": 500}",a-14-Proto-Saami,Proto-Saami [14],"Proto-Saami vocabulary with cognate forms in at least two western Saami languages. 
Proto-Saami was probably spoken until the first centuries of our era in the central and northern parts of Fenno-Scandia.",,2,,1
1139,"{""start_year"": 500, ""end_year"": 1900}",a-14-Before 1900,Before 1900 [14],"Vocabulary found in T. I. Itkonen’s (1958) dictionary with reference to his pre-revolutionary 
sources.",,2,,1
1140,"{""start_year"": 1500, ""end_year"": 1940}",a-14-Before 1940,Before 1940 [14],"Borrowed Russian vocabulary found in the Finnish Skolt Saami varieties, i. e. these words were borrowed before the resettlement of Skolt Saami in 1940 and are found in the modern Skolt Saami dictionaries of Mosnikoff and Sammallahti (1988) and Sammallahti and Mosnikoff (1991).",,2,,1
1141,"{""start_year"": 1917, ""end_year"": 1950}",a-14-Before 1950,Before 1950 [14],Borrowed Russian vocabulary found in T. I. Itkonen’s (1958) dictionary but without reference to his pre-revolutionary sources.,,2,,1
1142,"{""start_year"": 1917, ""end_year"": 1980}",a-14-After 1917,After 1917 [14],Typical Soviet-Russian vocabulary.,,2,,1
1143,"{""start_year"": 1950, ""end_year"": 1980}",a-14-Before 1980,Before 1980 [14],Borrowed Russian vocabulary not found in T. I. Itkonen’s (1958) dictionary.,,2,,1
1144,"{""start_year"": 1980, ""end_year"": 1990}",a-14-Approximately 1980,Approximately 1980 [14],New vocabulary coined in teaching materials during the 1980s.,,2,,1
1145,"{""start_year"": 1990, ""end_year"": 2007}",a-14-Approximately 2000,Approximately 2000 [14],New vocabulary coined in Sammallahti and Chvorostuchina (1991) or by the consultants of the present investigation.,,2,,1
1146,"{""start_year"": 400, ""end_year"": 1000}",a-10-Proto-Slavonic,Proto-Slavonic [10],,,2,,1
1147,"{""start_year"": 400, ""end_year"": 1600}",a-10-Before 1600 (Root Proto-Slavonic),Before 1600 (Root Proto-Slavonic) [10],,,2,,1
1148,"{""start_year"": 400, ""end_year"": 1800}",a-10-Before 1800 (Root Proto-Slavonic),Before 1800 (Root Proto-Slavonic) [10],,,2,,1
1149,"{""start_year"": 400, ""end_year"": 1850}",a-10-Before 1850 (Root Proto-Slavonic),Before 1850 (Root Proto-Slavonic) [10],,,2,,1
1150,"{""start_year"": 400, ""end_year"": 1900}",a-10-Before 1900 (Root Proto-Slavonic),Before 1900 (Root Proto-Slavonic) [10],,,2,,1
1153,"{""start_year"": 1200, ""end_year"": 1300}",a-10-Before 1300,Before 1300 [10],,,2,,1
1154,"{""start_year"": 1200, ""end_year"": 1350}",a-10-Before 1350,Before 1350 [10],,,2,,1
1155,"{""start_year"": 1200, ""end_year"": 1600}",a-10-Before 1600,Before 1600 [10],,,2,,1
1156,"{""start_year"": 1200, ""end_year"": 1700}",a-10-Before 1700,Before 1700 [10],,,2,,1
1157,"{""start_year"": 1200, ""end_year"": 1800}",a-10-Before 1800,Before 1800 [10],,,2,,1
1158,"{""start_year"": 1200, ""end_year"": 1850}",a-10-Before 1850,Before 1850 [10],,,2,,1
1159,"{""start_year"": 1200, ""end_year"": 1900}",a-10-Before 1900,Before 1900 [10],,,2,,1
1160,"{""start_year"": 1850, ""end_year"": 1900}",a-10-Since the second half of the nineteenth century,Since the second half of the nineteenth century [10],,,2,,1
1161,"{""start_year"": 1900, ""end_year"": 2000}",a-10-Twentieth century,Twentieth century [10],,,2,,1
1162,"{""start_year"": 1901, ""end_year"": 2000}",a-10-Twentieth century (Root Proto-Slavonic),Twentieth century (Root Proto-Slavonic) [10],,,2,,1
1163,"{""start_year"": 2000, ""end_year"": 2007}",a-10-After 2000,After 2000 [10],,,2,,1
1164,"{""start_year"": -6000, ""end_year"": -6000}",a-28-Proto Austronesian,Proto Austronesian [28],,,2,,1
1165,"{""start_year"": -4000, ""end_year"": -3000}",a-28-Proto Malayo-Polynesian,Proto Malayo-Polynesian [28],,,2,,1
1166,"{""start_year"": -2000, ""end_year"": 700}",a-28-Pre-migration,Pre-migration [28],,,2,,1
1167,"{""start_year"": 100, ""end_year"": 300}",a-28-Proto East Barito,Proto East Barito [28],,,2,,1
1168,"{""start_year"": 500, ""end_year"": 600}",a-28-Proto South East Barito,Proto South East Barito [28],,,2,,1
1169,"{""start_year"": 800, ""end_year"": 1500}",a-28-Bantu or Post-Bantu period,Bantu or Post-Bantu period [28],,,2,,1
1170,"{""start_year"": 900, ""end_year"": 1500}",a-28-Pre-Malagasy,Pre-Malagasy [28],,,2,,1
1171,"{""start_year"": 1101, ""end_year"": 2007}",a-28-12th century CE or later,12th century CE or later [28],,,2,,1
1172,"{""start_year"": 1501, ""end_year"": 1700}",a-28-16th-17th century,16th-17th century [28],,,2,,1
1173,"{""start_year"": 1601, ""end_year"": 1900}",a-28-17th-19th century,17th-19th century [28],,,2,,1
1174,"{""start_year"": 1801, ""end_year"": 1900}",a-28-19th century,19th century [28],,,2,,1
1175,"{""start_year"": 1801, ""end_year"": 2000}",a-28-19th century or more recent,19th century or more recent [28],,,2,,1
1176,"{""start_year"": 1901, ""end_year"": 2000}",a-28-20th century,20th century [28],,,2,,1
1177,"{""start_year"": -4000, ""end_year"": -4000}",a-17-Proto-Tibeto-Burman,Proto-Tibeto-Burman [17],,,2,,1
1178,"{""start_year"": 600, ""end_year"": 700}",a-17-Shared within Tamangic,Shared within Tamangic [17],,,2,,1
1179,"{""start_year"": 600, ""end_year"": 700}",a-17-Proto-Tamangic,Proto-Tamangic [17],,,2,,1
1180,"{""start_year"": 700, ""end_year"": 800}",a-17-Reconstruct to Written Tibetan,Reconstruct to Written Tibetan [17],,,2,,1
1181,"{""start_year"": 1940, ""end_year"": 2007}",a-17-Borrowed by all Mananges,Borrowed by all Mananges [17],,,2,,1
1182,"{""start_year"": 1960, ""end_year"": 2007}",a-17-Borrowed by Mananges under 50,Borrowed by Mananges under 50 [17],,,2,,1
1183,"{""start_year"": null, ""end_year"": null}",a-22-end of 19th century,end of 19th century [22],,,2,,1
1184,"{""start_year"": null, ""end_year"": null}",a-22-15th century or before,15th century or before [22],,,2,,1
1185,"{""start_year"": null, ""end_year"": null}",a-22-Late Zhou dynasty,Late Zhou dynasty [22],,,2,,1
1186,"{""start_year"": null, ""end_year"": null}",a-22-Qing/Modern,Qing/Modern [22],,,2,,1
1187,"{""start_year"": -1400, ""end_year"": -1050}",a-22-Shang oracle bone inscriptions,Shang oracle bone inscriptions [22],,,2,,1
1188,"{""start_year"": -1050, ""end_year"": -476}",a-22-Zhou dynasty,Zhou dynasty [22],,,2,,1
1189,"{""start_year"": -475, ""end_year"": -221}",a-22-Warring States period,Warring States period [22],,,2,,1
1190,"{""start_year"": -221, ""end_year"": 25}",a-22-Early Han,Early Han [22],,,2,,1
1191,"{""start_year"": -206, ""end_year"": 220}",a-22-Han dynasty,Han dynasty [22],,,2,,1
1192,"{""start_year"": 25, ""end_year"": 220}",a-22-Late Han,Late Han [22],,,2,,1
1193,"{""start_year"": 201, ""end_year"": 300}",a-22-3rd century,3rd century [22],,,2,,1
1194,"{""start_year"": 220, ""end_year"": 420}",a-22-WeiJin,WeiJin [22],,,2,,1
1195,"{""start_year"": 220, ""end_year"": 589}",a-22-Wei Jin Nanbeichao,Wei Jin Nanbeichao [22],,,2,,1
1196,"{""start_year"": 265, ""end_year"": 420}",a-22-Jin,Jin [22],,,2,,1
1197,"{""start_year"": 401, ""end_year"": 500}",a-22-5th century,5th century [22],,,2,,1
1198,"{""start_year"": 420, ""end_year"": 589}",a-22-Nanbeichao,Nanbeichao [22],,,2,,1
1199,"{""start_year"": 501, ""end_year"": 600}",a-22-6th century,6th century [22],,,2,,1
1200,"{""start_year"": 601, ""end_year"": 700}",a-22-7th century,7th century [22],,,2,,1
1201,"{""start_year"": 618, ""end_year"": 917}",a-22-Tang dynasty,Tang dynasty [22],,,2,,1
1202,"{""start_year"": 625, ""end_year"": 635}",a-22-ca. 630,ca. 630 [22],,,2,,1
1203,"{""start_year"": 901, ""end_year"": 1000}",a-22-10th century,10th century [22],,,2,,1
1204,"{""start_year"": 907, ""end_year"": 960}",a-22-Five dynasties,Five dynasties [22],,,2,,1
1205,"{""start_year"": 960, ""end_year"": 1279}",a-22-Song,Song [22],,,2,,1
1206,"{""start_year"": 960, ""end_year"": 1368}",a-22-Song/Yuan,Song/Yuan [22],,,2,,1
1207,"{""start_year"": 1101, ""end_year"": 1200}",a-22-12th century,12th century [22],,,2,,1
1208,"{""start_year"": 1279, ""end_year"": 1368}",a-22-Yuan dynasty,Yuan dynasty [22],,,2,,1
1209,"{""start_year"": 1301, ""end_year"": 1400}",a-22-14th century,14th century [22],,,2,,1
1210,"{""start_year"": 1340, ""end_year"": 1350}",a-22-ca. 1345,ca. 1345 [22],,,2,,1
1211,"{""start_year"": 1368, ""end_year"": 1500}",a-22-Early Ming,Early Ming [22],,,2,,1
1212,"{""start_year"": 1368, ""end_year"": 1644}",a-22-Ming dynasty,Ming dynasty [22],,,2,,1
1213,"{""start_year"": 1501, ""end_year"": 1600}",a-22-16th century,16th century [22],,,2,,1
1214,"{""start_year"": 1615, ""end_year"": 1615}",a-22-1615,1615 [22],,,2,,1
1215,"{""start_year"": 1634, ""end_year"": 1634}",a-22-1634,1634 [22],,,2,,1
1216,"{""start_year"": 1644, ""end_year"": 1800}",a-22-Early Qing,Early Qing [22],,,2,,1
1217,"{""start_year"": 1644, ""end_year"": 1911}",a-22-Qing dynasty,Qing dynasty [22],,,2,,1
1218,"{""start_year"": 1800, ""end_year"": 1800}",a-22-1800,1800 [22],,,2,,1
1219,"{""start_year"": 1800, ""end_year"": 1911}",a-22-Late Qing,Late Qing [22],,,2,,1
1220,"{""start_year"": 1801, ""end_year"": 1900}",a-22-19th century,19th century [22],,,2,,1
1221,"{""start_year"": 1815, ""end_year"": 1815}",a-22-1815,1815 [22],,,2,,1
1222,"{""start_year"": 1838, ""end_year"": 1838}",a-22-1838,1838 [22],,,2,,1
1223,"{""start_year"": 1850, ""end_year"": 2007}",a-22-Modern,Modern [22],,,2,,1
1224,"{""start_year"": 1857, ""end_year"": 1857}",a-22-1857,1857 [22],,,2,,1
1225,"{""start_year"": 1866, ""end_year"": 1866}",a-22-1866,1866 [22],,,2,,1
1226,"{""start_year"": 1874, ""end_year"": 1890}",a-22-1874-1890,1874-1890 [22],,,2,,1
1227,"{""start_year"": 1876, ""end_year"": 1876}",a-22-1876,1876 [22],,,2,,1
1228,"{""start_year"": 1889, ""end_year"": 1889}",a-22-1889,1889 [22],,,2,,1
1229,"{""start_year"": 1890, ""end_year"": 1890}",a-22-1890,1890 [22],,,2,,1
1230,"{""start_year"": 1893, ""end_year"": 1893}",a-22-1893,1893 [22],,,2,,1
1231,"{""start_year"": 1900, ""end_year"": 1900}",a-22-1900,1900 [22],,,2,,1
1232,"{""start_year"": 1901, ""end_year"": 2000}",a-22-20th century,20th century [22],,,2,,1
1233,"{""start_year"": 1000, ""end_year"": 1606}",a-41-Pre-1606,Pre-1606 [41],,,2,,1
1234,"{""start_year"": 1607, ""end_year"": 1883}",a-41-Post-1606,Post-1606 [41],,,2,,1
1235,"{""start_year"": 1884, ""end_year"": 2007}",a-41-Post-1883,Post-1883 [41],,,2,,1
1236,"{""start_year"": -5000, ""end_year"": -3000}",a-11-Proto-Indo-European,Proto-Indo-European [11],,,2,,1
1237,"{""start_year"": -3000, ""end_year"": -500}",a-11-Pre-Proto-Germanic,Pre-Proto-Germanic [11],,,2,,1
1238,"{""start_year"": -500, ""end_year"": 0}",a-11-Proto-Germanic,Proto-Germanic [11],,,2,,1
1239,"{""start_year"": 0, ""end_year"": 300}",a-11-West-Germanic,West-Germanic [11],,,2,,1
1240,"{""start_year"": 300, ""end_year"": 500}",a-11-Late-West-Germanic,Late-West-Germanic [11],,,2,,1
1241,"{""start_year"": 500, ""end_year"": 700}",a-11-Pre-Old-High-German,Pre-Old-High-German [11],,,2,,1
1242,"{""start_year"": 700, ""end_year"": 1050}",a-11-Old-High-German,Old-High-German [11],,,2,,1
1243,"{""start_year"": 901, ""end_year"": 1000}",a-11-901-1000,901-1000 [11],,,2,,1
1244,"{""start_year"": 1001, ""end_year"": 1100}",a-11-1001-1100,1001-1100 [11],,,2,,1
1245,"{""start_year"": -1000, ""end_year"": -400}",a-20-Proto-Tungusic,Proto-Tungusic [20],,,2,,1
1246,"{""start_year"": 1400, ""end_year"": 2007}",a-20-20th century or earlier,20th century or earlier [20],,,2,,1
1247,"{""start_year"": 1901, ""end_year"": 2007}",a-20-20th century,20th century [20],,,2,,1
