pk,jsondata,relation,certain,target_word_pk,source_word_pk
1239,,immediate,t,47346,58923
1240,,immediate,t,47227,74483
1241,,immediate,t,46998,59140
1242,,immediate,t,47578,59141
1243,,immediate,t,46751,59142
1244,,immediate,t,47732,59143
1245,,immediate,t,46771,59144
1246,,immediate,t,47760,59145
1247,,immediate,t,47674,59146
1248,,immediate,t,46872,59147
1249,,immediate,t,46820,59148
1250,,immediate,t,47520,59149
1251,,immediate,t,47118,59150
1252,,immediate,t,47529,59151
1253,,immediate,t,47670,59152
1254,,immediate,t,47546,59153
1255,,immediate,t,47573,59154
1256,,immediate,t,47576,59155
1257,,immediate,t,46967,59156
1258,,immediate,t,47415,59157
1259,,immediate,t,46752,59158
1260,,immediate,t,47401,59159
1261,,immediate,t,47453,59160
1262,,immediate,t,47764,59161
1263,,immediate,t,47196,59162
1264,,immediate,t,47000,59163
1265,,immediate,t,47614,59164
1266,,immediate,t,46810,59165
1267,,immediate,t,47450,59166
1268,,immediate,t,47551,59167
1269,,immediate,t,46935,59168
1270,,immediate,t,46745,59169
1271,,immediate,t,46937,59170
1272,,immediate,t,47172,59171
1273,,immediate,t,47386,59172
1274,,immediate,t,47097,59173
1275,,immediate,t,47745,59174
1276,,immediate,t,46767,59175
1277,,immediate,t,47406,59176
1278,,immediate,t,47516,59177
1279,,immediate,t,47632,59178
1280,,immediate,t,47094,59179
1281,,immediate,t,47510,59180
1282,,immediate,t,46995,59181
1283,,immediate,t,46804,59182
1284,,immediate,t,46890,59183
1285,,immediate,t,47555,59184
1286,,immediate,t,47467,59185
1287,,immediate,t,47448,59186
1288,,immediate,t,47746,59187
1289,,immediate,t,46736,59188
1290,,immediate,t,47119,59189
1291,,immediate,t,47447,59190
1292,,immediate,t,47057,59191
1293,,immediate,t,47354,59192
1294,,immediate,t,47274,59193
1295,,immediate,t,46760,74484
1296,,immediate,t,47255,74485
1297,,immediate,t,47511,59194
1298,,immediate,t,47285,59195
1299,,immediate,t,47525,59196
1300,,immediate,t,47687,59197
1301,,immediate,t,47070,59198
1302,,immediate,t,47554,59199
1303,,immediate,t,46692,59200
1304,,immediate,t,46699,59201
1305,,immediate,t,46974,59202
1306,,immediate,t,47519,59203
1307,,immediate,t,46748,59204
1308,,immediate,t,46674,59205
1309,,immediate,t,46785,59206
1310,,immediate,t,47068,59207
1311,,immediate,t,47127,59208
1312,,immediate,t,47071,59209
1313,,immediate,t,47136,59210
1314,,immediate,t,47681,59211
1315,,immediate,t,47524,59212
1316,,immediate,t,46734,59213
1317,,immediate,t,46805,59214
1318,,immediate,t,47743,59215
1319,,immediate,t,47483,59216
1320,,immediate,t,47772,59217
1321,,immediate,t,47521,59218
1322,,immediate,t,46794,59219
1323,,immediate,t,47124,59220
1324,,immediate,t,47125,59220
1325,,immediate,t,46701,59221
1326,,immediate,t,47258,59222
1327,,immediate,t,46856,59223
1328,,immediate,t,47595,59224
1329,,immediate,t,46997,59225
1330,,immediate,t,47474,59226
1331,,immediate,t,47199,59227
1332,,immediate,t,47570,59228
1333,,immediate,t,47528,59229
1334,,immediate,t,47536,59230
1335,,immediate,t,46731,59231
1336,,immediate,t,47147,59232
1337,,immediate,t,47317,59233
1338,,immediate,t,47518,59234
1339,,immediate,t,47464,59235
1340,,immediate,t,46881,59236
1341,,immediate,t,47283,59237
1342,,immediate,t,47637,59238
1343,,immediate,t,46882,59239
1344,,immediate,t,47692,59240
1345,,immediate,t,46899,59241
1346,,immediate,t,47693,59242
1347,,immediate,t,47690,59243
1348,,immediate,t,47725,59244
1349,,immediate,t,47201,59245
1350,,immediate,t,47507,59246
1351,,immediate,t,47633,59247
1352,,immediate,t,46990,59248
1353,,immediate,t,46712,59249
1354,,immediate,t,47110,59250
1355,,immediate,t,47696,59252
1356,,immediate,t,47217,59253
1357,,immediate,t,47686,59254
1358,,immediate,t,47675,59255
1359,,immediate,t,46911,59256
1360,,immediate,t,46918,59257
1361,,immediate,t,47488,59258
1362,,immediate,t,47051,59259
1363,,immediate,t,47475,59260
1364,,immediate,t,47435,59261
1365,,immediate,t,47540,59262
1366,,immediate,t,46975,59263
1367,,immediate,t,47219,59264
1368,,immediate,t,47580,59265
1369,,immediate,t,47535,59266
1370,,immediate,t,47591,74486
1371,,immediate,t,47345,59267
1372,,immediate,t,47423,59268
1373,,immediate,t,47398,59269
1374,,immediate,t,47396,59270
1375,,immediate,t,46817,59271
1376,,immediate,t,47064,59272
1377,,immediate,t,47615,59273
1378,,immediate,t,47605,59274
1379,,immediate,t,47098,59275
1380,,immediate,t,47143,59276
1381,,immediate,t,47230,59277
1382,,immediate,t,47538,59278
1383,,immediate,t,47750,59279
1384,,immediate,t,46920,59280
1385,,immediate,t,46693,59281
1386,,immediate,t,47549,59282
1387,,immediate,t,46910,59283
1388,,immediate,t,47004,59284
1389,,immediate,t,47121,59285
1390,,immediate,t,47041,59286
1391,,immediate,t,46819,59287
1392,,immediate,t,46855,59288
1393,,immediate,t,47005,59289
1394,,immediate,t,47496,59290
1395,,immediate,t,46858,59291
1396,,immediate,t,46966,59292
1397,,immediate,t,47025,59293
1398,,immediate,t,47122,59294
1399,,immediate,t,47102,59295
1400,,immediate,t,47242,59296
1401,,immediate,t,46670,59297
1402,,immediate,t,47636,59298
1403,,immediate,t,46691,59299
1404,,immediate,t,46893,59300
1405,,immediate,t,46671,59301
1406,,immediate,t,47446,59302
1407,,immediate,t,47645,59303
1408,,immediate,t,47635,59304
1409,,immediate,t,47262,59305
1410,,immediate,t,47072,59306
1411,,immediate,t,46749,59307
1412,,immediate,t,46737,59308
1413,,immediate,t,47383,59309
1414,,immediate,t,46753,59310
1415,,immediate,t,46703,59311
1416,,immediate,t,47526,59312
1417,,immediate,t,47582,59313
1418,,immediate,t,47117,59314
1419,,immediate,t,46766,59315
1420,,immediate,t,47662,59316
1421,,immediate,t,47237,59317
1422,,immediate,t,46948,59318
1423,,immediate,t,47422,59319
1424,,immediate,t,47247,59320
1425,,immediate,t,47416,59321
1426,,immediate,t,46871,59322
1427,,immediate,t,47129,59323
1428,,immediate,t,46884,59324
1429,,immediate,t,47417,59325
1430,,immediate,t,47565,59326
1431,,immediate,t,47369,59327
1432,,immediate,t,46765,59328
1433,,immediate,t,47643,59329
1434,,immediate,t,47532,59330
1435,,immediate,t,47534,59331
1436,,immediate,t,46795,59332
1437,,immediate,t,47173,59333
1438,,immediate,t,46687,59334
1439,,immediate,t,47407,59335
1440,,immediate,t,46790,59336
1441,,immediate,t,47751,59337
1442,,immediate,t,47517,59338
1443,,immediate,t,47054,59339
1444,,immediate,t,46901,59340
1445,,immediate,t,47550,59341
1446,,immediate,t,47309,59342
1447,,immediate,t,46672,59343
1448,,immediate,t,47291,59344
1449,,immediate,t,47673,59345
1450,,immediate,t,46802,59346
1451,,immediate,t,47736,59347
1452,,immediate,t,47261,59348
1453,,immediate,t,47228,59349
1454,,immediate,t,47744,59350
1455,,immediate,t,47569,59351
1456,,immediate,t,47292,59352
1457,,immediate,t,47400,59353
1458,,immediate,t,47640,59354
1459,,immediate,t,47115,59355
1460,,immediate,t,47075,59356
1461,,immediate,t,47095,59357
1462,,immediate,t,46727,59358
1463,,immediate,t,46796,59359
1464,,immediate,t,47067,59360
1465,,immediate,t,47557,59361
1466,,immediate,t,47581,59038
1467,,immediate,t,47374,59251
1468,,immediate,t,47548,59362
1469,,immediate,t,47001,59363
1470,,immediate,t,47002,59364
1471,,immediate,t,46906,59365
1472,,immediate,t,47393,59366
1473,,immediate,t,47155,59367
1474,,immediate,t,46945,59368
1475,,immediate,t,47486,59369
1476,,immediate,t,46750,59370
1477,,immediate,t,47232,59371
1478,,immediate,t,47397,59372
1479,,immediate,t,46889,59373
1480,,immediate,t,47449,59374
1481,,immediate,t,47275,59375
1482,,immediate,t,46729,59376
1483,,immediate,t,47404,74487
1484,,immediate,t,47735,59377
1485,,immediate,t,47220,59378
1486,,immediate,t,47193,59379
