ID,Name,Description,SemanticField,BorrowedScore,AgeScore,SimplicityScore,SemanticCategory,IDS_code,TypicalContext,CoreList
20-33,the helmet,,Warfare and hunting,0.363636363636,0.806060606061,0.871212121212,Noun,20.33,Put on your helmet when you ride a motorcycle.,true
20-34,the shield,,Warfare and hunting,0.224137931034,0.815517241379,0.922413793103,Noun,20.34,He held up his shield to protect his head from the attack.,true
20-35,the fortress,,Warfare and hunting,0.483333333333,0.793333333333,0.833333333333,Noun,20.35,,true
20-36,the tower,,Warfare and hunting,0.5,0.783870967742,0.879032258065,Noun,20.36,From the tower you can see the entire town.,true
20-41,the victory,,Warfare and hunting,0.326923076923,0.835897435897,0.74358974359,Noun,20.41,,true
20-42,the defeat,,Warfare and hunting,0.223880597015,0.837313432836,0.716417910448,Noun,20.42,,true
20-43,the attack,,Warfare and hunting,0.326388888889,0.809722222222,0.722222222222,Noun,20.43,,true
20-44,to defend,,Warfare and hunting,0.191011235955,0.814831460674,0.755056179775,Verb,20.44,He defended himself but the robber took his wallet.,true
20-45,to retreat,,Warfare and hunting,0.126811594203,0.826086956522,0.708937198068,Verb,20.45,,true
20-46,to surrender,,Warfare and hunting,0.213235294118,0.845588235294,0.625,Verb,20.46,,true
20-47,the captive or prisoner,,Warfare and hunting,0.392857142857,0.818095238095,0.704761904762,Noun,20.47,,true
20-471,the guard,,Warfare and hunting,0.432291666667,0.7625,0.755208333333,Noun,20.471,I wanted to go in but the guard wouldn't let me.,true
20-48,the booty,,Warfare and hunting,0.271306818182,0.818181818182,0.761363636364,Noun,20.48,,true
20-49,the ambush,,Warfare and hunting,0.173387096774,0.770967741935,0.758064516129,Noun,20.49,,true
20-51,the fisherman,,Warfare and hunting,0.178571428571,0.764285714286,0.589285714286,Noun,20.51,,true
20-52,the fishhook,,Warfare and hunting,0.184931506849,0.806849315068,0.821917808219,Noun,20.52,,true
20-53,the fishing line,,Warfare and hunting,0.252155172414,0.740948275862,0.702586206897,Noun,20.53,,true
20-54,the fishnet,,Warfare and hunting,0.263157894737,0.826315789474,0.842105263158,Noun,20.54,,true
20-55,the fish trap,,Warfare and hunting,0.229166666667,0.791666666667,0.854166666667,Noun,20.55,,true
20-56,the bait,,Warfare and hunting,0.153488372093,0.801860465116,0.883720930233,Noun,20.56,Worms are used as bait.,true
20-61,to hunt,,Warfare and hunting,0.0952088452088,0.772645372645,0.833128583129,Verb,20.61,,true
20-62,to shoot,,Warfare and hunting,0.0927750410509,0.813957307061,0.805418719212,Verb,20.62,She shot the intruder with her gun.,true
20-63,to miss,‘miss a target’,Warfare and hunting,0.158407798538,0.832250203087,0.780666125102,Verb,20.63,He shot at the bird but missed it.,true
20-64,the trap,,Warfare and hunting,0.235494880546,0.843003412969,0.933447098976,Noun,20.64,The hunter lay a trap for the bear.,true
20-65,to trap,,Warfare and hunting,0.0574712643678,0.802825670498,0.754549808429,Verb,20.65,The hunter trapped a fox.,true
21-11,the law,'a rule that people in a particular country (or administrative area) must obey',Law,0.630136986301,0.820547945205,0.917808219178,Noun,21.11,There ought to be a law against cutting down trees.,true
21-15,the court,'(the judge and/or the jury in a) place where all the information concerning a crime is given so that it can be judged',Law,0.547210300429,0.782832618026,0.835836909871,Noun,21.15,,true
12-013,at,,Spatial relations,0.0527638190955,0.885427135678,1.0,Function word,,,true
21-16,to adjudicate,'decide whether someone is guilty of a crime in court',Law,0.307189542484,0.797385620915,0.709150326797,Verb,21.16,,true
21-17,the judgment,'official decision given by a judge or a court of law',Law,0.382271468144,0.756786703601,0.691135734072,Noun,21.17,,true
21-18,the judge,,Law,0.544871794872,0.774358974359,0.788461538462,Noun,21.18,,true
21-21,the plaintiff,,Law,0.282258064516,0.777419354839,0.588709677419,Noun,21.21,,true
21-22,the defendant,,Law,0.195652173913,0.740579710145,0.565217391304,Noun,21.22,,true
21-23,the witness,,Law,0.576388888889,0.808333333333,0.770833333333,Noun,21.23,,true
21-24,to swear,"'make a public official promise, especially in a court of law'",Law,0.235915492958,0.807042253521,0.767605633803,Verb,21.24,I swear to tell the truth.,true
21-25,the oath,'act of swearing',Law,0.222222222222,0.827777777778,0.777777777778,Noun,21.25,,true
21-31,to accuse,,Law,0.359550561798,0.796629213483,0.713483146067,Verb,21.31,She accused him of stealing her purse.,true
21-32,to condemn,to find guilty or to sentence,Law,0.468992248062,0.881395348837,0.713178294574,Verb,21.32,The judge condemned the defendant and sentenced him to two years in prison.,true
21-33,to convict,‘to find guilty’,Law,0.213559322034,0.809491525424,0.58813559322,Verb,21.33,He was convicted and sentenced to life in prison.,true
21-34,to acquit,,Law,0.19397993311,0.752508361204,0.709030100334,Verb,21.34,The defendant was acquitted of all charges.,true
21-35,guilty,,Law,0.355128205128,0.845128205128,0.669230769231,Adjective,21.35,The judge found the defendant guilty.,true
21-36,innocent,,Law,0.312138728324,0.775144508671,0.621387283237,Adjective,21.36,He was punished even though he was innocent.,true
21-37,the penalty or punishment,,Law,0.613382899628,0.83717472119,0.832713754647,Noun,21.37,,true
21-38,the fine,,Law,0.536231884058,0.784057971014,0.847826086957,Noun,21.38,I had to pay a fine of $100 for speeding.,true
21-39,the prison,,Law,0.510204081633,0.783673469388,0.836734693878,Noun,21.39,,true
21-42,the murder,'the crime of deliberately killing someone',Law,0.140425531915,0.805957446809,0.634042553191,Noun,21.42,Murder is punished very severely.,true
21-43,the adultery,,Law,0.369565217391,0.85652173913,0.739130434783,Noun,21.43,,true
21-44,the rape,,Law,0.328767123288,0.78904109589,0.657534246575,Noun,21.44,,true
21-46,the arson,‘deliberately setting fire to something to cause damage’,Law,0.128424657534,0.787671232877,0.592465753425,Noun,21.46,,true
21-47,the perjury,,Law,0.19387755102,0.74693877551,0.612244897959,Noun,21.47,,true
21-51,to steal,,Law,0.130637636081,0.848367029549,0.864696734059,Verb,21.51,,true
21-52,the thief,,Law,0.173267326733,0.823762376238,0.742574257426,Noun,21.52,,true
22-11,the religion,,Religion and belief,0.646666666667,0.822666666667,0.833333333333,Noun,22.11,,true
22-12,the god,,Religion and belief,0.365853658537,0.871428571429,0.905923344948,Noun,22.12,,true
22-13,the temple,‘general term for house of worship’,Religion and belief,0.616438356164,0.853424657534,0.849315068493,Noun,22.13,,true
22-14,the altar,‘a raised place on which religious rites are performed’,Religion and belief,0.686440677966,0.822033898305,0.881355932203,Noun,22.14,,true
22-15,the sacrifice,‘ritual killing of an animal’,Religion and belief,0.363095238095,0.754761904762,0.755952380952,Noun,22.15,,true
22-16,to worship,‘to perform a rite in honor of a deity’,Religion and belief,0.252808988764,0.761797752809,0.674157303371,Verb,22.16,,true
22-17,to pray,‘to ask a deity for something’,Religion and belief,0.379310344828,0.811494252874,0.790229885057,Verb,22.17,The farmers prayed for rain.,true
22-18,the priest,‘clergy of any religion’,Religion and belief,0.621495327103,0.804672897196,0.859813084112,Noun,22.18,,true
22-19,holy,,Religion and belief,0.286480686695,0.836480686695,0.768240343348,Adjective,22.19,,true
22-22,to preach,,Religion and belief,0.584615384615,0.82,0.792307692308,Verb,22.22,,true
22-23,to bless,,Religion and belief,0.289473684211,0.760526315789,0.736842105263,Verb,22.23,,true
22-24,to curse,,Religion and belief,0.168604651163,0.76511627907,0.767441860465,Verb,22.24,,true
22-26,to fast,‘to refrain from eating’,Religion and belief,0.295275590551,0.756692913386,0.616141732283,Verb,22.26,,true
22-31,the heaven,‘the abode of deities’,Religion and belief,0.383096003675,0.802480477722,0.765732659623,Noun,22.31,,true
22-32,the hell,,Religion and belief,0.492829204694,0.802868318123,0.835723598435,Noun,22.32,,true
22-35,the demon,‘evil spirit’,Religion and belief,0.443661971831,0.839436619718,0.87323943662,Noun,22.35,,true
22-37,the idol,‘statue of a deity’,Religion and belief,0.375,0.802083333333,0.822916666667,Noun,22.37,,true
22-42,the magic,,Religion and belief,0.336021505376,0.824731182796,0.768817204301,Noun,22.42,,true
22-43,the sorcerer or witch,,Religion and belief,0.230243161094,0.807598784195,0.699088145897,Noun,22.43,,true
22-44,the fairy or elf,,Religion and belief,0.4875,0.845,0.8125,Noun,22.44,,true
22-45,the ghost,,Religion and belief,0.302013422819,0.807718120805,0.856543624161,Noun,22.45,,true
22-47,the omen,,Religion and belief,0.350746268657,0.841791044776,0.813432835821,Noun,22.47,,true
23-1,the radio,,Modern world,0.761904761905,0.704761904762,0.892857142857,Noun,0,,true
23-11,the television,,Modern world,0.835616438356,0.727397260274,0.917808219178,Noun,0,,true
23-12,the telephone,,Modern world,0.731404958678,0.710743801653,0.863636363636,Noun,0,,true
23-135,the motorcycle,,Modern world,0.625850340136,0.710204081633,0.84693877551,Noun,0,,true
23-14,the car,‘motor vehicle’,Modern world,0.78927444795,0.732744479495,0.855205047319,Noun,0,,true
23-15,the bus,,Modern world,0.729805886036,0.66975579211,0.890106449593,Noun,0,,true
23-16,the airplane,,Modern world,0.585714285714,0.739047619048,0.780952380952,Noun,0,,true
23-17,the electricity,,Modern world,0.663265306122,0.764668367347,0.882015306122,Noun,0,,true
23-175,the battery,,Modern world,0.75,0.715789473684,0.881578947368,Noun,0,,true
23-2,the hospital,,Modern world,0.563953488372,0.746511627907,0.761627906977,Noun,0,,true
23-21,the nurse,,Modern world,0.449339207048,0.781938325991,0.72577092511,Noun,0,,true
23-22,the pill or tablet,,Modern world,0.612676056338,0.774647887324,0.852112676056,Noun,0,,true
23-23,the injection,(of liquid drugs into the body),Modern world,0.630753138075,0.7589958159,0.836820083682,Noun,0,,true
23-5,the tap/faucet,,Modern world,0.515151515152,0.781818181818,0.878787878788,Noun,0,,true
23-51,the sink,‘washbasin’,Modern world,0.416666666667,0.705128205128,0.730769230769,Noun,0,,true
23-52,the toilet,,Modern world,0.53305785124,0.803305785124,0.809917355372,Noun,0,,true
23-53,the mattress,,Modern world,0.647887323944,0.802816901408,0.908450704225,Noun,0,,true
23-3,the government,,Modern world,0.633934767523,0.800485773768,0.825121443442,Noun,0,,true
23-31,the president,,Modern world,0.678697806086,0.746001415428,0.85881104034,Noun,0,,true
23-32,the minister,'political (not religious)',Modern world,0.770642201835,0.793577981651,0.903669724771,Noun,0,,true
23-33,the police,,Modern world,0.797959183673,0.767755102041,0.877551020408,Noun,0,,true
23-34,the driver's license,,Modern world,0.464285714286,0.72,0.75,Noun,0,,true
23-37,the crime,,Modern world,0.484777517564,0.829976580796,0.791569086651,Noun,0,,true
23-38,the election,,Modern world,0.477941176471,0.826470588235,0.735294117647,Noun,0,,true
23-4,the post/mail,,Modern world,0.688524590164,0.773770491803,0.901639344262,Noun,0,,true
23-41,the postage stamp,,Modern world,0.605633802817,0.776056338028,0.880281690141,Noun,0,,true
23-42,the letter,‘epistula’,Modern world,0.580592640834,0.79218495604,0.911103874959,Noun,0,,true
23-44,the bank,‘financial institution’,Modern world,0.835714285714,0.748571428571,0.9,Noun,0,,true
23-54,the tin/can,‘hermetically sealed metal container for preserved food’,Modern world,0.694968553459,0.789937106918,0.943396226415,Noun,0,,true
23-55,the screw,,Modern world,0.746621621622,0.77972972973,0.912162162162,Noun,0,,true
23-555,the screwdriver,,Modern world,0.592682926829,0.756585365854,0.736585365854,Noun,0,,true
23-56,the bottle,‘glass container for liquids with narrow neck’,Modern world,0.602272727273,0.810227272727,0.988636363636,Noun,0,,true
23-565,the candy/sweets,,Modern world,0.56067961165,0.826213592233,0.839805825243,Noun,0,,true
23-24,the spectacles/glasses,,Modern world,0.521739130435,0.792608695652,0.784782608696,Noun,0,,true
23-57,the plastic,,Modern world,0.838235294118,0.714705882353,0.948529411765,Noun,0,,true
23-575,the bomb,,Modern world,0.7734375,0.721875,0.9375,Noun,0,,true
23-58,the workshop,‘small factory’,Modern world,0.450819672131,0.788524590164,0.770491803279,Noun,0,,true
23-59,the cigarette,,Modern world,0.632231404959,0.759504132231,0.903925619835,Noun,0,,true
23-61,the calendar,,Modern world,0.770833333333,0.819444444444,0.916666666667,Noun,0,,true
23-62,the film/movie,movie,Modern world,0.743243243243,0.714864864865,0.912162162162,Noun,0,,true
23-63,the music,,Modern world,0.580357142857,0.827232142857,0.912946428571,Noun,0,,true
23-64,the song,,Modern world,0.223684210526,0.854511278195,0.875939849624,Noun,0,,true
23-6,the newspaper,,Modern world,0.684243964422,0.772808132147,0.846569250318,Noun,0,,true
23-385,the address,,Modern world,0.690340909091,0.739772727273,0.863636363636,Noun,0,The address is written on the envelope.,true
23-39,the number,,Modern world,0.656626506024,0.756626506024,0.939759036145,Noun,0,number two,true
23-155,the train,,Modern world,0.603896103896,0.757142857143,0.792207792208,Noun,0,,true
23-36,the birth certificate,,Modern world,0.377615062762,0.779916317992,0.641213389121,Noun,0,,true
23-18,to brake,(when driving a vehicle),Modern world,0.421875,0.775,0.78125,Verb,0,,true
23-195,the petroleum,,Modern world,0.654605263158,0.755263157895,0.861842105263,Noun,0,,true
23-185,the motor,,Modern world,0.912790697674,0.739069767442,0.958139534884,Noun,0,,true
23-19,the machine,,Modern world,0.894869215292,0.783903420523,0.900402414487,Noun,0,,true
23-13,the bicycle,,Modern world,0.625,0.744565217391,0.847826086957,Noun,0,,true
23-395,the street,,Modern world,0.492890995261,0.803791469194,0.917061611374,Noun,0,,true
19-445,to liberate,,Social and political relations,0.200329308452,0.778540065862,0.680296377607,Verb,0,King Rama V liberated the slaves in Siam.,true
19-565,to invite,,Social and political relations,0.197368421053,0.799190283401,0.823886639676,Verb,0,We invited our neighbors to our place for dinner.,true
23-35,the license plate,,Modern world,0.379310344828,0.71724137931,0.655172413793,Noun,0,,true
23-43,the postcard,,Modern world,0.474023185917,0.7506225848,0.699441820524,Noun,0,,true
24-01,to be,,Miscellaneous function words,0.0675,0.86225,0.9475,Verb,0,,true
24-02,to become,,Miscellaneous function words,0.171149144254,0.833251833741,0.842298288509,Verb,0,The caterpillar became a butterfly.,true
24-03,without,,Miscellaneous function words,0.219424460432,0.831654676259,0.870503597122,Function word,,,true
24-05,through,,Miscellaneous function words,0.105793450882,0.856423173804,0.92443324937,Function word,,The car went through the tunnel.,true
24-13,same,,Miscellaneous function words,0.114942528736,0.749425287356,0.735632183908,Function word,,the same person,true
24-06,not,,Miscellaneous function words,0.0354838709677,0.932903225806,0.974193548387,Function word,,,true
24-07,this,,Miscellaneous function words,0.0,0.843951612903,0.897177419355,Function word,0,this man,true
24-08,that,,Miscellaneous function words,0.0281954887218,0.796052631579,0.873590225564,Function word,0,that woman,true
24-09,here,,Miscellaneous function words,0.0192926045016,0.816720257235,0.787781350482,Function word,0,,true
24-1,there,,Miscellaneous function words,0.0185185185185,0.832407407407,0.796296296296,Function word,0,,true
24-11,other,,Miscellaneous function words,0.0864197530864,0.804938271605,0.901234567901,Function word,0,"I don't want this one, give me the other one.",true
4-493,the vagina,‘the passage from a woman’s outer sexual organs to her womb’,The body,0.336206896552,0.760689655172,0.908620689655,Noun,0,,true
23-9,the tea,,Modern world,0.825301204819,0.810843373494,0.957831325301,Noun,0,,true
23-91,the coffee,,Modern world,0.863095238095,0.77380952381,0.96130952381,Noun,0,,true
24-12,next,,Miscellaneous function words,0.0333333333333,0.805333333333,0.713333333333,Function word,0,,true
3-862,the coyote,,Animals,0.396551724138,0.868965517241,0.896551724138,Noun,0,,true
3-863,the hare,,Animals,0.141666666667,0.803333333333,0.845833333333,Noun,0,,true
3-865,the quail,,Animals,0.1484375,0.83125,0.9296875,Noun,0,,true
3-866,the raccoon,,Animals,0.428571428571,0.785714285714,0.821428571429,Noun,0,,true
3-869,the squirrel,,Animals,0.230263157895,0.810526315789,0.881578947368,Noun,0,,true
3-871,the reindeer/caribou,,Animals,0.541666666667,0.846666666667,0.9,Noun,0,,true
3-872,the elk/moose,,Animals,0.305555555556,0.827777777778,0.847222222222,Noun,0,,true
3-873,the beaver,,Animals,0.4375,0.80625,0.90625,Noun,0,,true
10-79,the sledge/sled,,Motion,0.431818181818,0.836363636364,0.909090909091,Noun,0,,true
8-29,the lasso,,Agriculture and vegetation,0.511363636364,0.829545454545,0.840909090909,Noun,0,,true
8-991,the larch,a tree (Larix) of the pine family,Agriculture and vegetation,0.363636363636,0.872727272727,0.818181818182,Noun,0,,true
8-993,the needle(2),‘needle of coniferous tree’,Agriculture and vegetation,0.134030418251,0.800380228137,0.857414448669,Noun,0,,true
1-771,the arctic lights,‘aurora borealis’,The physical world,0.21875,0.71875,0.5625,Noun,0,,true
4-465,the sinew or tendon,,The body,0.17458432304,0.852494061758,0.962589073634,Noun,0,,true
7-67,to tan,‘to make animal skin into leather by by treating it with tannin (=a kind of acid)’,The house,0.215568862275,0.840119760479,0.730538922156,Verb,0,to tan hides,true
6-98,the snowshoe,,Clothing and grooming,0.142857142857,0.764285714286,0.696428571429,Noun,0,She put on her snowshoes before going out into the cold.,true
22-5,the circumcision,,Religion and belief,0.518867924528,0.81320754717,0.783018867925,Noun,0,,true
22-51,the initiation ceremony,,Religion and belief,0.157894736842,0.707894736842,0.684210526316,Noun,0,,true
8-996,the cone,‘fruit of a pine or fir tree’,Agriculture and vegetation,0.222222222222,0.781481481481,0.805555555556,Noun,0,,true
3-8112,the body louse,,Animals,0.0493421052632,0.859868421053,0.950657894737,Noun,3.811,,true
4-494,the vulva,‘the outer part of a woman’s sexual organs’,The body,0.315,0.8345,0.87875,Noun,0,,true
3-99,the tapir,,Animals,0.452830188679,0.790566037736,0.900943396226,Noun,0,,true
9-93,the whetstone,,Basic actions and technology,0.126811594203,0.811594202899,0.68115942029,Noun,0,"Before cutting the meat, he sharpened his knife with a whetstone.",true
9-92,the tumpline,'a strap slung over the forehead or chest used (especially by native Americans) for carrying packs or loads',Basic actions and technology,0.125,0.7875,0.875,Noun,0,,true
7-65,the camp,,The house,0.366666666667,0.783333333333,0.821428571429,Noun,0,The nomads built a camp in which they would stay for a week.,true
8-28,the digging stick (=yamstick),,Agriculture and vegetation,0.0558139534884,0.766976744186,0.762790697674,Noun,0,,true
3-597,the cormorant,(Phalacrocorax etc),Animals,0.355263157895,0.805263157895,0.921052631579,Noun,0,,true
3-833,the prawns or shrimp,,Animals,0.371212121212,0.830303030303,0.969696969697,Noun,0,,true
3-834,the termites,(Isoptera),Animals,0.26724137931,0.83275862069,0.913793103448,Noun,0,,true
3-835,the tick,(Phthiraptera),Animals,0.151515151515,0.831818181818,0.931818181818,Noun,0,,true
9-87,the boomerang,,Basic actions and technology,0.783333333333,0.773333333333,0.95,Noun,0,The boomerang hit the wallaby and then came back to the hunter.,true
3-88,the kangaroo,,Animals,0.842105263158,0.721052631579,0.973684210526,Noun,0,,true
3-89,the anteater,,Animals,0.114583333333,0.75,0.760416666667,Noun,0,,true
3-598,the toucan,,Animals,0.5,0.753333333333,0.866666666667,Noun,0,,true
3-9,the jaguar,,Animals,0.405660377358,0.833962264151,0.896226415094,Noun,0,,true
5-983,the manioc bread,,Food and drink,0.325,0.7,0.8,Noun,0,,true
7-66,the hammock,,The house,0.403846153846,0.792307692308,0.817307692308,Noun,0,,true
8-911,the millet or sorghum,,Agriculture and vegetation,0.294303797468,0.86835443038,0.949367088608,Noun,0,,true
3-913,the chameleon,,Animals,0.318181818182,0.750909090909,0.9,Noun,0,,true
9-9,to draw water,,Basic actions and technology,0.0281690140845,0.79014084507,0.753521126761,Verb,0,She lowered the bucket into the well and drew water.,true
9-91,the peg,,Basic actions and technology,0.31884057971,0.849275362319,0.95652173913,Noun,0,The scouts fastened the tent to the ground with wooden pegs.,true
10-58,to go or return home,,Motion,0.0288461538462,0.767788461538,0.700721153846,Verb,0,After working in the field the farmer went home.,true
3-917,the buffalo,,Animals,0.538043478261,0.747282608696,0.902173913043,Noun,0,,true
1-411,the savanna,'a large open grassland in tropical and subtropical regions',The physical world,0.583928571429,0.755714285714,0.946428571429,Noun,0,,true
1-831,the steam,,The physical world,0.225158562368,0.831501057082,0.879492600423,Noun,,The boiling water filled the room with steam.,true
2-4561,the older sibling,,Kinship,0.0640450255938,0.853497003954,0.767836782223,Noun,,"My older sibling is married, but my younger sibling still lives at home.",true
2-4562,the younger sibling,,Kinship,0.170645125224,0.864406305903,0.806294722719,Noun,,"My older sibling is married, but my younger sibling still lives at home.",true
2-4711,the grandparents,,Kinship,0.187074829932,0.828571428571,0.65306122449,Noun,,Only one of my grandparents is still alive.,true
2-5,the grandchild,,Kinship,0.128378378378,0.831756756757,0.856418918919,Noun,,"By the time she died, she had 23 grandchildren.",true
2-541,the sibling’s child,,Kinship,0.222319093287,0.837401918047,0.812554489974,Noun,,,true
2-622,the parents-in-law,,Kinship,0.110969387755,0.890816326531,0.722576530612,Noun,,,true
2-6411,the child-in-law,,Kinship,0.036231884058,0.921497584541,0.800724637681,Noun,,,true
2-6412,the sibling-in-law,,Kinship,0.116810877627,0.906056860321,0.851668726823,Noun,,,true
2-931,he,,Kinship,0.0580945003873,0.919442292796,0.967273431448,Function word,,,true
2-932,she,,Kinship,0.0531537916371,0.894401133948,0.927533664068,Function word,,,true
2-933,it,,Kinship,0.03367003367,0.879910213244,0.91049382716,Function word,,,true
4-741,the life,,The body,0.283018867925,0.819245283019,0.801886792453,Noun,,He had a good long life.,true
4-771,the carcass,'body of a dead animal',The body,0.263852242744,0.749340369393,0.823218997361,Noun,,,true
4-844,the disease,,The body,0.338235294118,0.803781512605,0.779411764706,Noun,,,true
7-232,the padlock,,The house,0.456928838951,0.778277153558,0.792134831461,Noun,,,true
8-121,the paddy,'wet land in which rice is grown',Agriculture and vegetation,0.161290322581,0.867741935484,0.741935483871,Noun,,The paddy provided rice for the entire village.,true
11-29,to damage,,Possession,0.253125,0.8,0.778125,Verb,,The fire damaged the house but it was quickly repaired.,true
12-081,above,,Spatial relations,0.0313088512241,0.813653483992,0.822269303202,Function word,,Above the house flew a dove.,true
13-231,the piece,,Quantity,0.162857142857,0.864,0.808571428571,Noun,,a piece of cheese,true
13-331,alone,,Quantity,0.102409638554,0.802409638554,0.771084337349,Adjective,,Don't leave me alone.,true
14-251,the beginning,beginning,Time,0.220588235294,0.781985294118,0.724264705882,Noun,,"At the beginning it was difficult, but now it's easier.",true
14-411,the day(2),"(unit of time, 24 hours)",Time,0.190265486726,0.898230088496,0.911504424779,Noun,,I am staying here for two days.,true
22-131,the church,‘a Christian house of worship’,Religion and belief,0.658482142857,0.769196428571,0.832589285714,Noun,,,true
22-132,the mosque,‘a Muslim house of worship’,Religion and belief,0.732876712329,0.898630136986,0.876712328767,Noun,,,true
24-14,nothing,,Miscellaneous function words,0.106382978723,0.848226950355,0.709219858156,Function word,,I saw nothing.,true
4-7501,dead,,The body,0.10407239819,0.866968325792,0.782805429864,Adjective,0,,true
4-8541,to scratch,‘to scratch an itch’,The body,0.0925196850394,0.806299212598,0.898622047244,Verb,,Don’t scratch an insect bite!,true
9-111,to make,‘produce by working’,Basic actions and technology,0.0799637899819,0.869643934822,0.895896197948,Verb,9.11,I’m going to make a cake for Lisi’s birthday.,true
4-431,the belly,,The body,0.156612529002,0.880742459397,0.972157772622,Noun,,,true
9-311,to wipe,,Basic actions and technology,0.13961038961,0.814285714286,0.857142857143,Verb,9.31,The waiter wiped the table with a dirty rag.,true
1-775,to freeze,,The physical world,0.130136986301,0.835616438356,0.77397260274,Verb,,It was so cold tonight that the entire lake froze.,true
24-04,with,,Miscellaneous function words,0.09375,0.820723684211,0.952302631579,Function word,,,true
12-012,in,,Spatial relations,0.0520504731861,0.86309148265,0.943217665615,Function word,,,true
1-99905,the jade or jadeite,,The physical world,1.0,0.6,1.0,Noun,,,false
1-99906,the loam,a rich soil consisting of a mixture of sand and clay and decaying organic materials,The physical world,0.0,0.5,0.75,Noun,,,false
1-99907,the river,,The physical world,1.0,0.5,1.0,Noun,,,false
1-99908,the river mouth,,The physical world,0.0,0.5,1.0,Noun,,,false
1-99909,the short dry season,,The physical world,0.0,0.5,0.5,Noun,,,false
1-9991,the spring,,The physical world,0.0,0.666666666667,0.666666666667,Noun,,,false
1-99911,to blaze,,The physical world,0.0,1.0,0.75,Verb,,,false
1-99912,to melt,,The physical world,0.0,1.0,0.75,Verb,,,false
2-99902,step-,,Kinship,1.0,0.9,1.0,Adjective,,,false
2-99903,the co-father-in-law,the father-in-law of ego’s child,Kinship,1.0,0.95,1.0,Noun,,,false
2-99904,the co-mother-in-law,the mother-in-law of ego’s child,Kinship,0.5,0.95,0.75,Noun,,,false
2-99905,the father-in-law,,Kinship,1.0,0.9,0.5,Noun,,,false
2-99906,the German,,Kinship,1.0,1.0,1.0,Noun,,,false
2-99907,the Hungarian,,Kinship,1.0,1.0,1.0,Noun,,,false
2-99908,the lover,,Kinship,0.0,1.0,0.75,Noun,,,false
2-99909,the mother-in-law,,Kinship,1.0,0.9,0.5,Noun,,,false
2-9991,the non-Gypsy,,Kinship,0.25,1.0,0.875,Noun,,,false
2-99911,the parent’s elder brother,,Kinship,0.0,0.5,1.0,Noun,,,false
2-99912,the parent’s elder sister,,Kinship,0.0,0.5,1.0,Noun,,,false
2-99913,the parent’s younger brother,,Kinship,0.5,1.0,1.0,Noun,,,false
2-99914,the parent’s younger sister,,Kinship,0.5,0.5,1.0,Noun,,,false
2-99915,the Slovak,,Kinship,1.0,1.0,1.0,Noun,,,false
2-99916,the spouse,,Kinship,1.0,0.9,1.0,Noun,,,false
2-99917,the stepchild,,Kinship,0.0,0.75,0.5,Noun,,,false
2-99918,the Vlax Gypsy,,Kinship,1.0,1.0,1.0,Noun,,,false
3-99902,the agouti,"A burrowing rodent of the genus Dasyprocta, native to tropical America and usually having brown fur streaked with gray",Animals,0.0,0.5,1.0,Noun,,,false
3-99903,the amphibian,,Animals,1.0,0.6,1.0,Noun,,,false
3-99904,the Andean guinea pig,"It is raised for food, medicine and ritual in the Andes",Animals,0.0,1.0,1.0,Noun,,,false
3-99905,the Andean owl,,Animals,1.0,1.0,1.0,Noun,,,false
3-99906,the armadillo,,Animals,0.333333333333,0.566666666667,1.0,Noun,0,,false
3-99907,the bandicoot,,Animals,1.0,0.9,1.0,Noun,,,false
3-99908,the barn owl,,Animals,0.5,0.5,1.0,Noun,,,false
3-99909,the bustard,,Animals,1.0,0.5,1.0,Noun,,,false
3-9991,the capibara,A large semiaquatic rodent (Hydrochoerus hydrochaeris) of tropical South America,Animals,1.0,1.0,1.0,Noun,,,false
3-99911,the caterpillar,,Animals,1.0,0.9,1.0,Noun,,,false
3-99912,the codfish,,Animals,1.0,0.9,1.0,Noun,,,false
3-99913,the condor,,Animals,0.0,0.9,1.0,Noun,,,false
3-99917,the herd,,Animals,1.0,0.9,1.0,Noun,,,false
3-99918,the hocco,"the crested curassow, also called royal pheasant",Animals,0.0,0.5,1.0,Noun,,,false
3-99919,the humming bird,,Animals,0.0,1.0,1.0,Noun,,,false
3-9992,the ibis,,Animals,0.0,0.5,1.0,Noun,,,false
3-99921,the iguana,,Animals,0.0,0.5,1.0,Noun,,,false
3-99922,the jabiru,k.o. bird,Animals,0.0,0.5,1.0,Noun,,,false
3-99923,the kingfisher,,Animals,1.0,0.6,1.0,Noun,,,false
3-99924,the louse,,Animals,0.0,1.0,1.0,Noun,,,false
3-99925,the Maine lobster,,Animals,1.0,0.6,1.0,Noun,,,false
3-99926,the male pig,,Animals,0.0,0.5,0.5,Noun,,,false
3-99928,the marail,k.o. bird,Animals,0.0,0.5,1.0,Noun,,,false
3-99929,the mole,the animal,Animals,1.0,0.6,1.0,Noun,,,false
3-9993,the paca,"A large nocturnal burrowing rodent of the genus Cuniculus, found in South and Central America",Animals,0.0,0.5,1.0,Noun,,,false
3-99931,the sleepyhead bird,,Animals,0.5,0.5,1.0,Noun,,,false
3-99932,the partridge,,Animals,0.0,0.5,1.0,Noun,,,false
3-99933,the pet,,Animals,0.0,0.5,1.0,Noun,,,false
3-99934,the piranha,,Animals,0.0,0.5,1.0,Noun,0,,false
3-99935,the plover,,Animals,0.75,0.5,1.0,Noun,,,false
